sample_idx,source_shap_json,true_label,prediction_label,prediction_probability,prediction_threshold,final_explanation,final_explanation_ko,shap_features
169,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_169.json,BAD CREDIT RISK,BAD CREDIT RISK,0.560305156526222,0.56,"Based on the AI model's prediction, this profile indicates a high credit risk. The lack of a checking account substantially increases the likelihood of default, and a checking account balance between zero and 200 further amplifies this concern. Conversely, having a critical account or other existing credits slightly reduces the overall risk. Ultimately, these combined factors lead the model to classify this applicant as a bad credit risk.","본 AI가 예측한 결과에 따르면,
이 프로파일은 신용 위험이 높은 수준으로 평가됩니다. 
계좌 잔액 부족은 채무 불이행 가능성을 크게 증가시키며, 계좌 잔액이 0에서 200 사이인 경우에도 이 우려가 더욱 증폭됩니다. 
반면에 중요 계좌나 기존 대출이 있는 경우 위험 수준이 약간 감소합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.06404825602849669, ""abs_shap"": 0.06404825602849669, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.04621027598863847, ""abs_shap"": 0.04621027598863847, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_0<=X<200"", ""definition"": ""Checking account status: balance between 0 and 200 DM."", ""shap_value"": 0.0371151398350257, ""abs_shap"": 0.0371151398350257, ""direction"": ""increase_risk""}]"
176,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_176.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.48576781479732034,0.56,"Based on the AI model's prediction, this application indicates a low credit risk. The assessment is primarily driven by three key factors. Having a checking account balance below zero slightly increases the perceived risk. Meanwhile, the length of the loan term actually decreases the overall risk. Additionally, not having a checking account at all also increases the risk. Despite these risk-increasing factors, the combined influence of these elements results in a favorable credit risk assessment.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 
대출 금액이 신용 위험에 직접적인 영향을 미치지 않으며, 대출 기간은 오히려 위험을 감소시키는 요인으로 작용합니다. 
입출금 계좌의 존재 여부가 중요한 역할을 하며, 계좌 잔액이 부족하거나 계좌 자체가 없는 경우 위험 수준이 상승합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.06857345010275528, ""abs_shap"": 0.06857345010275528, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": -0.06234797247466082, ""abs_shap"": 0.06234797247466082, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.055886773723523506, ""abs_shap"": 0.055886773723523506, ""direction"": ""increase_risk""}]"
177,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_177.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.18555024696448932,0.56,"Based on the AI model's prediction, this application indicates a low credit risk. The length of the loan term significantly contributes to lowering the overall risk, while the applicant's credit history involving critical accounts or other existing credits further reduces the likelihood of default. Although a checking account balance falling below zero slightly increases the risk, the combined influence of the extended loan duration and established credit background outweighs this factor, ultimately supporting the favorable credit risk assessment.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다.
대출 기간이 길게 설정되어 있어 전체 위험이 감소하였으며, 신용 이력에서도 중요한 계정이나 기존 대출이 채무 불이행 가능성을 더욱 낮춥니다.
체크 계좌 잔액이 부족한 상황이 약간 위험을 증가시키지만, 연장된 대출 기간과 견고한 신용 이력이 이 요인을 상쇄하여 신용 위험 평가가 긍정적으로 이루어집니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": -0.12507369300964546, ""abs_shap"": 0.12507369300964546, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.0733797619153889, ""abs_shap"": 0.0733797619153889, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.04807418666978392, ""abs_shap"": 0.04807418666978392, ""direction"": ""increase_risk""}]"
187,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_187.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.5021720397776663,0.56,"Based on the AI model's prediction, the applicant is assessed as having a low credit risk. This conclusion is shaped by three main factors. First, the absence of a checking account slightly increases the perceived risk. Second, having a critical account or other existing credits decreases the overall risk, indicating experience with managing multiple financial commitments. Third, keeping a checking account balance between zero and two hundred units slightly increases the risk. Weighing these influences together, the model ultimately determines that the applicant poses a good credit risk.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 
계좌 잔액 부족이 신용 위험을 약간 증가시키는 요인입니다. 
신용 문제 이력이 있는 계정이나 기존 대출은 전체 위험을 감소시키며, 여러 금융 의무를 관리한 경험이 있음을 나타냅니다. 
체크링 계좌 잔액이 0에서 200 단위 사이일 때 신용 위험이 약간 증가합니다. 
이러한 요인들을 종합적으로 고려할 때, 모델은 고객이 양호한 신용 위험을 지닌다고 판단합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.0593839713064117, ""abs_shap"": 0.0593839713064117, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.059373129987173784, ""abs_shap"": 0.059373129987173784, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_0<=X<200"", ""definition"": ""Checking account status: balance between 0 and 200 DM."", ""shap_value"": 0.03277389443892454, ""abs_shap"": 0.03277389443892454, ""direction"": ""increase_risk""}]"
189,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_189.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.5475525034915836,0.56,"Based on the AI model's prediction, the outcome indicates a low credit risk. This assessment is primarily driven by three factors. First, the absence of a checking account increases risk. Second, having no prior credit history or a history of successfully clearing all previous loans also increases risk. However, these factors are offset by a responsible installment commitment, reflecting a balanced portion of disposable income allocated to regular payments, which decreases risk. Ultimately, the combined effect of these factors leads to a final prediction of good credit risk.","본 AI가 예측한 결과에 따르면,
계좌 잔액 부족은 신용 위험을 증가시킵니다.
신용 이력의 부재 또는 모든 이전 대출의 성공적 상환 이력이 부족한 것도 위험을 높입니다.
그러나 책임 있는 월 상환 부담 수준은 가처분 소득의 적절한 비율을 정기 상환에 할당함으로써 위험을 감소시킵니다.
이러한 요인들의 복합적인 영향으로 인해 고객의 신용 위험은 긍정적으로 평가됩니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.05258658880457186, ""abs_shap"": 0.05258658880457186, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""credit_history_no credits/all paid"", ""definition"": ""Credit history: no credits taken or all previous credits paid back duly."", ""shap_value"": 0.04093604978662892, ""abs_shap"": 0.04093604978662892, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""installment_commitment"", ""definition"": ""Installment rate as a percentage of disposable income."", ""shap_value"": -0.03472673314609989, ""abs_shap"": 0.03472673314609989, ""direction"": ""decrease_risk""}]"
194,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_194.json,BAD CREDIT RISK,BAD CREDIT RISK,0.563984170437883,0.56,"Based on the AI model's prediction, this case indicates a high credit risk. The absence of a checking account and an extended loan term both contribute to increasing the likelihood of default. Conversely, a negative account balance slightly decreases the overall risk. Taken together, these factors result in a final assessment of bad credit risk.","본 AI가 예측한 결과에 따르면,
이 사례는 신용 위험이 높은 수준으로 평가됩니다. 
계좌 잔액 부족과 대출 기간의 연장이 채무 불이행 가능성을 높입니다. 
반면에 부정적인 계좌 잔액은 전체 위험을 약간 감소시킵니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.057606088092918825, ""abs_shap"": 0.057606088092918825, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": 0.05060933267507727, ""abs_shap"": 0.05060933267507727, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": -0.03828378502637555, ""abs_shap"": 0.03828378502637555, ""direction"": ""decrease_risk""}]"
197,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_197.json,BAD CREDIT RISK,BAD CREDIT RISK,0.7447819653557461,0.56,"Based on the AI model's prediction, this application indicates a high credit risk. This assessment is primarily driven by three key factors. The absence of a checking account suggests limited financial tracking, which increases the risk. Additionally, having a work history of less than one year points to recent employment, further increasing the risk. Finally, maintaining a checking account balance between zero and 200 reflects very limited available funds, which also increases the risk. Collectively, these factors lead the model to classify this applicant as a bad credit risk.","본 AI가 예측한 결과에 따르면,
계좌 잔액 부족은 재정 추적 능력의 부족을 시사하며 신용 위험을 증가시킵니다. 
근무 경력이 1년 미만인 것은 최근 고용 상태를 나타내며 위험을 더욱 높입니다. 
체크링 계좌 잔액이 0에서 200 사이인 것은 매우 제한적인 자금 유동성을 보여주며 위험을 추가로 증가시킵니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.06125101691603476, ""abs_shap"": 0.06125101691603476, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""employment_<1"", ""definition"": ""Present employment duration: less than 1 year."", ""shap_value"": 0.04151369906686832, ""abs_shap"": 0.04151369906686832, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_0<=X<200"", ""definition"": ""Checking account status: balance between 0 and 200 DM."", ""shap_value"": 0.036145198015533474, ""abs_shap"": 0.036145198015533474, ""direction"": ""increase_risk""}]"
47,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_47.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.4537166882394564,0.56,"Based on the AI model's prediction, this application indicates a low credit risk. The loan duration significantly decreases the overall risk, whereas having a checking account balance below zero and lacking a checking account both contribute to increasing the risk. Despite these risk-increasing factors, the final assessment remains a good credit risk.","본 AI가 예측한 결과에 따르면,
대출 기간이 크게 줄어들어 전반적인 신용 위험이 낮게 평가됩니다. 
계좌 잔액이 부족한 상태와 입출금 계좌 부재는 신용 위험을 상승시키는 요인입니다. 
그럼에도 불구하고 이러한 위험 증가 요인들에도 불구하고 최종 평가는 양호한 신용 위험을 유지합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": -0.1132394576743374, ""abs_shap"": 0.1132394576743374, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.06070681719871084, ""abs_shap"": 0.06070681719871084, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.050523390997309875, ""abs_shap"": 0.050523390997309875, ""direction"": ""increase_risk""}]"
63,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_63.json,BAD CREDIT RISK,BAD CREDIT RISK,0.7412995204986721,0.56,"Based on the AI model's prediction, this application indicates a high credit risk. The requested loan amount plays a major role in this assessment, as borrowing a larger sum naturally elevates the potential for default. The chosen loan duration further increases the risk, since a longer repayment period extends the window during which financial circumstances could shift. Additionally, the absence of a checking account adds to the concern, as it suggests limited financial tracking or available liquidity. Together, these factors lead the model to classify this applicant as a bad credit risk.","본 AI가 예측한 결과에 따르면,
요청된 대출 금액이 이 평가에서 주요 역할을 하며, 더 큰 금액을 빌리는 것은 채무 불이행 가능성을 자연스럽게 높입니다. 선택된 대출 기간 또한 위험을 증가시키는데, 더 긴 상환 기간은 재정 상황이 변할 수 있는 시간 범위를 확장시킵니다. 또한, 체크 계좌의 부재는 금융 추적이나 유동성 부족을 시사하여 우려를 더합니다. 이러한 요인들이 합쳐져 모델은 이 신청자를 나쁜 신용 위험으로 분류합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""credit_amount"", ""definition"": ""Credit amount requested by the applicant."", ""shap_value"": 0.08253986705144355, ""abs_shap"": 0.08253986705144355, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": 0.05821284507052765, ""abs_shap"": 0.05821284507052765, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.04810298696119255, ""abs_shap"": 0.04810298696119255, ""direction"": ""increase_risk""}]"
178,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_178.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.2530400359632011,0.56,"Based on the AI model's prediction, this application indicates a low credit risk. The absence of a checking account, followed by a negative account balance, both contribute to lowering the assessed risk. Furthermore, the specific loan duration selected also works to reduce the overall risk. Collectively, these factors align with the final assessment of a good credit risk profile.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 계좌 잔액 부족과 부정적인 계좌 잔액은 신용 위험을 낮추는 요인으로 작용합니다. 또한 선택된 대출 기간도 전체 위험을 감소시키는 데 기여합니다. 이러한 요소들이 결합되어 우수한 신용 위험 프로파일로 최종 평가됩니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": -0.11414363377651686, ""abs_shap"": 0.11414363377651686, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": -0.04115271202259711, ""abs_shap"": 0.04115271202259711, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": -0.03853507042537626, ""abs_shap"": 0.03853507042537626, ""direction"": ""decrease_risk""}]"
14,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_14.json,GOOD CREDIT RISK,BAD CREDIT RISK,0.5757735756988105,0.56,"Based on the AI model's prediction, this application indicates a high credit risk. The absence of a checking account significantly increases the likelihood of default, while a negative account balance further amplifies this financial instability. Although a longer loan repayment period slightly reduces the overall risk, the combined impact of the missing and overdrawn accounts ultimately leads to a bad credit risk assessment.","본 AI가 예측한 결과에 따르면,
계좌 잔액 부족과 함께 입출금 계좌 부재는 채무 불이행 위험을 크게 증가시킵니다. 
대출 상환 기간이 길어짐에도 불구하고, 부족한 계좌 잔액과 과도한 인출은 신용 위험을 악화시킵니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.05899255082592777, ""abs_shap"": 0.05899255082592777, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.058309263802061896, ""abs_shap"": 0.058309263802061896, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": -0.047404880778968254, ""abs_shap"": 0.047404880778968254, ""direction"": ""decrease_risk""}]"
16,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_16.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.07614497270395819,0.56,"Based on the AI model's prediction, this applicant indicates a low credit risk. This favorable assessment is primarily driven by three key financial factors. First, not having a checking account decreases the risk. Second, having a critical credit history or other existing credits decreases the risk. Third, maintaining a negative bank balance decreases the risk. Together, these elements strongly support the final conclusion that this is a good credit risk profile.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 이 긍정적인 평가는 주로 세 가지 주요 재무 요인에 의해 주도됩니다.
첫째, 입출금 계좌가 없는 것은 신용 위험을 낮춥니다.
둘째, 신용 문제 이력이나 기존 대출이 신용 위험을 감소시킵니다.
셋째, 부정적인 은행 잔액을 유지하는 것도 신용 위험을 낮춥니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": -0.0888727863165376, ""abs_shap"": 0.0888727863165376, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.06239965939059522, ""abs_shap"": 0.06239965939059522, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": -0.04006291385484083, ""abs_shap"": 0.04006291385484083, ""direction"": ""decrease_risk""}]"
120,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_120.json,BAD CREDIT RISK,BAD CREDIT RISK,0.7079572751264123,0.56,"Based on the AI model's prediction, this application indicates a high credit risk. The likelihood of default is primarily driven by three key factors. Maintaining a negative checking account balance suggests financial strain and reduces repayment reliability. The absence of a checking account further limits the applicant's ability to manage daily finances and receive income, elevating the risk. Additionally, a longer loan duration extends the time over which repayment must occur, increasing the chance of unforeseen financial difficulties. Together, these factors strongly point toward a bad credit risk outcome.","본 AI가 예측한 결과에 따르면,
주요 세 가지 요인이 채무 불이행 가능성을 주로 주도합니다. 부정적인 계좌 잔액은 재정적 어려움을 시사하며 상환 신뢰성을 저하시킵니다. 계좌 부재는 신청자의 일상 재정 관리 능력과 수입 수령 능력을 제한하여 위험을 더욱 높입니다. 또한, 더 긴 대출 기간은 상환 기간을 연장시켜 예상치 못한 재정적 어려움 발생 가능성을 증가시킵니다. 이러한 요인들이 결합되어 신용 위험이 나쁜 수준으로 평가됩니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.08720104854910178, ""abs_shap"": 0.08720104854910178, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.0589129319955499, ""abs_shap"": 0.0589129319955499, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": 0.03489232223353317, ""abs_shap"": 0.03489232223353317, ""direction"": ""increase_risk""}]"
124,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_124.json,BAD CREDIT RISK,BAD CREDIT RISK,0.622792425509302,0.56,"Based on the AI model's prediction, this case indicates a high credit risk. Not having a recorded savings account slightly reduces the predicted risk, while lacking a checking account and having less than a year of employment history both contribute to raising the risk. Despite this minor mitigating factor, the overall assessment remains that the applicant represents a bad credit risk.","본 AI가 예측한 결과에 따르면,
이 사례는 신용 위험이 높은 수준으로 평가됩니다. 저축 계좌 기록이 없는 것은 위험을 약간 감소시키지만, 체크 계좌 부재와 고용 이력이 1년 미만인 것은 위험을 상승시키는 요인입니다. 이러한 요인들에도 불구하고, 신청자의 전반적인 신용 위험 평가는 부정적입니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""savings_status_no known savings"", ""definition"": ""Savings account status: no known savings account."", ""shap_value"": -0.05709773656855025, ""abs_shap"": 0.05709773656855025, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.04990472690676833, ""abs_shap"": 0.04990472690676833, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""employment_<1"", ""definition"": ""Present employment duration: less than 1 year."", ""shap_value"": 0.03837492407829968, ""abs_shap"": 0.03837492407829968, ""direction"": ""increase_risk""}]"
144,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_144.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.3567192340296262,0.56,"Based on the AI model's prediction, this application indicates a low credit risk. The absence of a checking account slightly decreases the overall risk, while a history of critical accounts or other existing credits further reduces it by signaling a more conservative financial approach. Conversely, an employment duration of less than one year slightly increases the risk. Ultimately, these combined factors lead the model to assess this as a good credit risk.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 계좌 잔액 부족이 약간의 위험을 감소시키지만, 중요한 신용 이력이나 기존 대출은 더욱 보수적인 재정 관리를 나타내며 위험을 더 줄입니다. 반면에, 재직 기간이 1년 미만인 것은 위험을 약간 증가시킵니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": -0.10396931376949649, ""abs_shap"": 0.10396931376949649, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.06677793372590868, ""abs_shap"": 0.06677793372590868, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""employment_<1"", ""definition"": ""Present employment duration: less than 1 year."", ""shap_value"": 0.0366368857790149, ""abs_shap"": 0.0366368857790149, ""direction"": ""increase_risk""}]"
172,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_172.json,BAD CREDIT RISK,BAD CREDIT RISK,0.6776199972272433,0.56,"Based on the AI model's prediction, this application indicates a high credit risk. The assessment is primarily driven by three key factors: first, having no checking account suggests limited financial history, which increases risk. Second, a longer loan duration extends the repayment timeline, further increasing risk. Third, maintaining a minimal checking account balance points to limited available funds, also increasing risk. Together, these factors lead the model to classify this applicant as a bad credit risk.","본 AI가 예측한 결과에 따르면,
계좌 잔액 부족은 금융 이력의 제한성을 시사하여 위험을 증가시킵니다.
대출 기간이 길어짐으로써 상환 기간이 연장되어 위험이 더욱 증가합니다.
체크링 계좌 잔액이 적음은 가용 자금이 제한적임을 나타내어 위험을 높입니다.
이러한 요인들이 결합되어 모델은 이 신청자를 나쁜 신용 위험으로 분류합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.05835617705651534, ""abs_shap"": 0.05835617705651534, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""duration"", ""definition"": ""Loan duration in months."", ""shap_value"": 0.03241842611304946, ""abs_shap"": 0.03241842611304946, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_0<=X<200"", ""definition"": ""Checking account status: balance between 0 and 200 DM."", ""shap_value"": 0.027788037624858573, ""abs_shap"": 0.027788037624858573, ""direction"": ""increase_risk""}]"
179,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_179.json,GOOD CREDIT RISK,GOOD CREDIT RISK,0.44979672358461076,0.56,"Based on the AI model's prediction, this application indicates a low credit risk profile. The presence of a critical account or other existing credits in your credit history helps decrease the overall risk. However, not having a checking account increases the risk, and maintaining a negative balance in your checking account further increases the risk. Despite these contributing factors, the final assessment still reflects a good credit risk outcome.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 신용 프로필을 보입니다. 신용 이력에서 중요한 계좌나 기존 대출의 존재는 전체 위험을 감소시키는 요인입니다. 그러나 입출금 계좌가 없는 것은 위험을 증가시키며, 체크 계좌에 부정 잔액이 유지되는 것은 위험을 더욱 높입니다. 이러한 요인들에도 불구하고 최종 평가는 여전히 양호한 신용 위험 결과를 반영합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""credit_history_critical/other existing credit"", ""definition"": ""Credit history: critical account or other existing credits."", ""shap_value"": -0.09671861869266027, ""abs_shap"": 0.09671861869266027, ""direction"": ""decrease_risk""}, {""rank"": 2, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.059824769903649475, ""abs_shap"": 0.059824769903649475, ""direction"": ""increase_risk""}, {""rank"": 3, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.048908806883090156, ""abs_shap"": 0.048908806883090156, ""direction"": ""increase_risk""}]"
182,/home/ejhan/AML/SHAP/Final Local Shap/shap_tuples_non_prefix_182.json,BAD CREDIT RISK,GOOD CREDIT RISK,0.5080135029443753,0.56,"Based on the AI model's prediction, this applicant is assessed as having a low credit risk. The evaluation indicates that a negative balance in the primary checking account slightly increases the perceived risk, while a minimal balance in the savings account actually decreases the overall risk. Furthermore, not having a checking account at all contributes to a slight increase in risk. Despite these upward pressures on risk, the combined financial profile ultimately supports a final assessment of good credit risk.","본 AI가 예측한 결과에 따르면,
고객은 채무 불이행 위험이 낮은 수준으로 평가됩니다. 
주요 체크 계좌의 부정 잔액이 약간의 위험 증가를 나타내지만, 저축 계좌의 최소 잔액은 전체 위험을 오히려 감소시킵니다. 
체크 계좌가 전혀 없는 것은 위험을 약간 증가시키는 요인입니다. 
이러한 요인들에도 불구하고, 종합적인 재무 프로필은 최종적으로 양호한 신용 위험을 지지합니다.
전반적으로 신용 위험이 낮은 수준으로 평가되어 대출 승인 가능성이 높습니다.","[{""rank"": 1, ""feature"": ""checking_status_<0"", ""definition"": ""Checking account status: balance below 0 DM."", ""shap_value"": 0.05845459792726161, ""abs_shap"": 0.05845459792726161, ""direction"": ""increase_risk""}, {""rank"": 2, ""feature"": ""savings_status_<100"", ""definition"": ""Savings account status: savings below 100 DM."", ""shap_value"": -0.05138615257708293, ""abs_shap"": 0.05138615257708293, ""direction"": ""decrease_risk""}, {""rank"": 3, ""feature"": ""checking_status_no checking"", ""definition"": ""Checking account status: no checking account."", ""shap_value"": 0.04235145904935199, ""abs_shap"": 0.04235145904935199, ""direction"": ""increase_risk""}]"
